FIPS
1005
1011
1013
1017
1023
1025
1035
1037
1047
1053
1063
1065
1069
1073
1085
1087
1091
1097
1099
1101
1105
1107
1109
1113
1119
1121
1131
5011
5017
5019
5027
5035
5039
5041
5043
5057
5069
5073
5091
5093
5095
5099
5103
5107
5119
5123
5139
5147
11001
12039
12065
12079
12111
13007
13009
13017
13021
13023
13027
13031
13033
13043
13045
13051
13059
13061
13063
13065
13069
13071
13075
13081
13087
13089
13091
13093
13095
13097
13099
13105
13107
13109
13121
13127
13131
13133
13141
13151
13155
13163
13165
13171
13173
13175
13179
13183
13185
13189
13191
13193
13197
13199
13205
13209
13215
13217
13225
13235
13239
13243
13245
13247
13251
13253
13255
13261
13263
13265
13269
13273
13275
13277
13279
13283
13285
13287
13289
13293
13299
13301
13303
13307
13317
13319
13321
17003
17153
18097
22007
22009
22013
22017
22029
22031
22033
22035
22039
22041
22045
22047
22049
22061
22065
22067
22069
22071
22073
22077
22079
22081
22083
22091
22093
22095
22097
22099
22101
22105
22107
22117
22119
22121
24019
24033
24039
24510
26163
28001
28005
28007
28009
28011
28013
28015
28017
28019
28021
28023
28025
28027
28029
28031
28035
28043
28049
28051
28053
28061
28063
28065
28067
28069
28075
28077
28079
28081
28083
28085
28087
28091
28093
28095
28097
28099
28101
28103
28105
28107
28113
28119
28123
28125
28127
28133
28137
28143
28147
28149
28151
28153
28157
28159
28161
28163
29155
29510
34011
34013
37007
37015
37017
37033
37041
37047
37051
37061
37065
37077
37083
37091
37093
37105
37107
37117
37127
37131
37139
37145
37147
37153
37163
37165
37181
37185
37187
37191
37195
42101
45005
45009
45011
45017
45023
45025
45027
45029
45031
45033
45039
45041
45043
45047
45049
45053
45059
45061
45067
45069
45071
45075
45079
45081
45085
45087
45089
47075
47097
47113
47157
48037
48145
48245
51025
51036
51049
51053
51057
51083
51117
51131
51135
51147
51181
51590
51595
51620
51650
51670
51690
51700
51710
51730
51740
51760
51770
51800
